year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2014,capital,Ministry of Innovation and Technology ,Innovation Development and Research,"Innovation, Technology and Research for Improving Productivity and Competitiveness",None,Fishery Development  In Gambela through Technology ,"Ministry of Innovation and Technology  Innovation Development and Research Innovation, Technology and Research for Improving Productivity and Competitiveness None Fishery Development  In Gambela through Technology ",5e+07,,0,0,5e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Electronics Expansion Project,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Electronics Expansion Project,3.8e+07,,0,0,3.8e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Developing Governement Public Key Infrastructure/PKI,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Developing Governement Public Key Infrastructure/PKI,2e+07,,0,0,2e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Construction of Reserve National Data Center Project,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Construction of Reserve National Data Center Project,2.43e+08,,0,0,2.43e+08
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Governement Electronics Service Guidline Development,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Governement Electronics Service Guidline Development,1e+07,,0,0,1e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Implementing  Electronics Government Service,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Implementing  Electronics Government Service,4e+07,,0,0,4e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Cultivating The Existing Data Center,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Cultivating The Existing Data Center,8e+07,,0,0,8e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Ethiopian Electronics Government Network,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Ethiopian Electronics Government Network,3e+07,,0,0,3e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Developing and Improving Government Portal ,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Developing and Improving Government Portal ,3e+07,,0,0,3e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,Integrated Enterprise Resources System Administration and Service ,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None Integrated Enterprise Resources System Administration and Service ,6e+07,,0,0,6e+07
2014,capital,Ministry of Innovation and Technology ,Government digitalization and service delivery ,Conducting Government Digitalization and Service Delivery System Reform,None,National Data Set Project,Ministry of Innovation and Technology  Government digitalization and service delivery  Conducting Government Digitalization and Service Delivery System Reform None National Data Set Project,2e+07,,0,0,2e+07
2014,capital,Ministry of Innovation and Technology ,Digital Transformation and System Building ,Developing Digital Technology and System Building,None,Digital Transformation,Ministry of Innovation and Technology  Digital Transformation and System Building  Developing Digital Technology and System Building None Digital Transformation,5e+06,,0,0,5e+06
2014,capital,Geospatial Information Institute,Management & Administration,Providing Support and Service,none,Head Office General Building Maitenance,Geospatial Information Institute Management & Administration Providing Support and Service none Head Office General Building Maitenance,103637000,,0,0,103637000
2014,capital,Geospatial Information Institute,Geospatial Measurement and Production ,Increasing Arial Photo and Orthophoto Coverage,none,"1:25,000 / 1:10,000 Scale National Topographic Map","Geospatial Information Institute Geospatial Measurement and Production  Increasing Arial Photo and Orthophoto Coverage none 1:25,000 / 1:10,000 Scale National Topographic Map",2.5e+07,,0,0,2.5e+07
2014,capital,Technology and Innovation Institute,"Technological Research, Infrastructure Development & Managemant","Conducting Technological Research, Developing and Managing Infrastructure  ",None,Building Technology Infrastructure,"Technology and Innovation Institute Technological Research, Infrastructure Development & Managemant Conducting Technological Research, Developing and Managing Infrastructure   None Building Technology Infrastructure",35532700,,0,0,35532700
2014,capital,Technology and Innovation Institute,"Technological Research, Infrastructure Development & Managemant","Conducting Technological Research, Developing and Managing Infrastructure  ",None,Making Quality Engineering Management Center ,"Technology and Innovation Institute Technological Research, Infrastructure Development & Managemant Conducting Technological Research, Developing and Managing Infrastructure   None Making Quality Engineering Management Center ",30200000,,0,0,30200000
2014,capital,Technology and Innovation Institute,Innovation and Modernization ,Identifying Sector for Practicing Innovation Outputs ,None,Construction of Start-Up Technology Transformation Infrastructure,Technology and Innovation Institute Innovation and Modernization  Identifying Sector for Practicing Innovation Outputs  None Construction of Start-Up Technology Transformation Infrastructure,27300000,,0,0,27300000
2014,capital,Technology and Innovation Institute,Information System and Information Dissemination  ,Conducting Research on Studies of Technology and Quality ,None,Computional Center Building ,Technology and Innovation Institute Information System and Information Dissemination   Conducting Research on Studies of Technology and Quality  None Computional Center Building ,6.4e+07,,0,0,6.4e+07
